Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.124,81.251,6.968,3.25,74.8,909.2,923.9,117.2,105.3,145.7,912,8.8,18.77,2
106.244,81.321,6.968,3.3,74.8,909.9,925.8,113,102.7,146,906.6,8.78,18.78,2
106.199,81.381,6.968,3.21,74.81,912.1,929.1,118.7,105.4,147.4,912.4,8.84,18.73,2
105.952,80.942,6.864,3.14,74.81,921,938.7,122.9,110.7,149.2,922.4,8.83,18.73,2
105.879,80.946,6.864,3.13,74.82,920.1,935.6,122.9,109.9,145.7,921.7,8.86,18.71,2
106.212,81.29,6.968,3.2,74.81,910.1,926.3,112.7,103.2,145.5,912.2,8.8,18.77,2
105.764,80.591,6.968,3.5,74.82,918.4,933.5,114.2,99.5,145.7,890,8.74,18.83,2
105.94,80.926,6.864,3.14,74.81,920.4,938.7,121.7,111,146.1,913.8,8.89,18.68,2
106.349,81.349,6.968,3.17,74.83,909.6,928,113.6,104.6,145.6,913.5,8.81,18.75,2
105.778,81.026,6.292,3.37,75.77,892.4,916.4,120.5,106.8,146.4,887.9,8.78,18.78,2
105.89,81.102,6.188,3.37,75.74,892.4,912.3,116.6,107.8,147.1,877.2,8.73,18.84,2
105.868,81.156,6.188,3.28,75.73,893.9,914.2,114.8,107.3,146.7,903.6,8.79,18.78,2
105.881,81.231,6.24,3.37,75.73,893.1,913.1,118.4,107,145.7,888.5,8.77,18.8,2
105.949,81.384,6.24,3.26,75.71,896.6,914.2,116.9,105.5,146.2,902.3,8.79,18.77,2
105.998,81.337,6.188,3.24,75.72,889.8,911.4,124.1,109.6,145.3,904.3,8.81,18.76,2
105.182,79.975,6.292,6.61,74.89,895.2,915.3,94.5,76.5,146.8,897.9,8.89,18.67,3
104.7,78.872,6.292,3.4,74.86,890.4,912.1,121.1,105.8,146,813.4,8.45,19.12,3
105.443,80.666,6.188,5.94,75.74,893.5,917.3,97.4,81.1,146.4,829.6,8.59,18.98,3
105.467,80.689,6.292,5.25,75.77,896.6,913.6,101.9,82.6,146.6,852.9,8.69,18.87,3
105.606,81.007,6.292,4.2,75.76,894.8,915.8,101.3,89.3,145.6,815.8,8.47,19.09,3
105.497,80.891,6.292,4.43,75.76,895,914.5,106.7,87.8,147.6,827.8,8.53,19.04,3
105.557,80.976,6.292,4.42,75.74,901.2,924.1,101.9,87.1,146.6,841.5,8.63,18.93,3
105.501,80.853,6.292,4.11,75.71,899.4,924.1,107.3,90.1,146.4,808.4,8.5,19.06,3
105.649,80.929,6.292,4.08,75.74,899.6,922.8,99.2,89.7,146.2,814.4,8.48,19.09,3
105.592,80.918,6.292,4.43,75.74,902,924.5,103.4,88.7,147.5,827.1,8.57,19,3
105.5,80.99,6.292,3.89,75.73,899.4,925.1,108.8,93.5,146.7,817.1,8.52,19.05,3
105.61,80.79,6.292,4.27,75.73,900.7,923.2,98,87.7,146.3,819,8.55,19.01,3
105.598,80.983,6.292,3.91,75.73,901.1,925.6,105.5,93.1,146.4,824.3,8.53,19.04,3
105.58,81.038,6.292,3.89,75.73,900.1,924.7,110.6,95.6,147.4,822,8.53,19.04,3
105.646,81.017,6.292,4.03,75.75,898.9,922.5,104,91.8,146.7,839.6,8.63,18.93,3
105.656,80.874,6.292,3.78,75.73,901.2,922.1,115.7,97.3,146.2,833.8,8.56,19,3
105.635,81.045,6.188,3.86,75.74,898.3,919.1,112.4,96.7,147.2,843.2,8.6,18.96,3
105.674,80.964,6.292,3.89,75.75,897.4,918.6,104.9,94.5,146.7,825.1,8.55,19.02,3
105.675,80.964,6.292,3.83,75.74,897.7,920.6,105.5,95.2,147.1,829.4,8.55,19.02,3
105.672,81.043,6.292,3.82,75.76,896.3,916.4,116.3,97.7,148.6,844.8,8.62,18.95,3
105.781,80.859,6.292,3.81,75.74,894.6,914.7,112.7,95.6,146.7,836.1,8.57,18.99,3
105.781,80.99,6.292,3.46,75.74,891.8,918.6,118.4,104.9,146.3,868.1,8.74,18.83,3
105.762,81.114,6.24,3.44,75.75,891.8,914.4,113.3,105.6,146.5,872.6,8.73,18.84,3
105.766,81.049,6.188,3.4,75.73,892.4,916.7,116.9,105.6,146.6,875.3,8.71,18.86,3
105.754,81.058,6.292,3.52,75.77,893.3,914.9,111.2,102.9,146.9,873.6,8.69,18.88,3
105.787,81.229,6.292,3.31,75.76,892.4,913.1,120.2,108.3,147,890.7,8.73,18.84,3
105.854,81.273,6.292,3.33,75.76,892.8,915.6,117.5,106.8,146,893.4,8.82,18.74,3
105.858,81.15,6.292,3.29,75.73,889.4,912.5,121.4,107.8,146.8,898.2,8.83,18.73,3
105.825,81.131,6.188,3.3,75.76,890.4,911.8,118.1,109.4,145.6,897.3,8.78,18.78,3
105.909,81.102,6.188,3.33,75.73,893.9,916.9,115.4,107.6,146.6,882.9,8.74,18.83,3
105.85,81.101,6.24,3.38,75.74,891.7,912,114.8,106.3,146.9,882.7,8.75,18.81,3
105.915,81.063,6.188,3.26,75.74,893.3,913.6,116,108.2,146.7,896.3,8.86,18.71,3
105.844,81.094,6.292,3.33,75.73,895.5,915.6,118.7,107.5,147.5,893.5,8.8,18.77,3
105.925,81.057,6.188,3.31,75.76,892.8,914.5,116.9,105.4,146.1,893.6,8.82,18.75,3
105.916,81.256,6.24,3.34,75.75,893.3,913.2,117.5,105,146.3,896.8,8.79,18.78,3
105.935,81.312,6.188,3.27,75.74,890.7,911,114.2,106.4,147.8,898.8,8.83,18.74,3
105.967,81.221,6.24,3.26,75.74,890.2,911,116,108.3,146.3,901.2,8.81,18.75,3
105.916,81.258,6.24,3.28,75.74,891.1,915.1,118.4,106.9,147.1,903.6,8.81,18.76,3
105.904,81.239,6.292,3.31,75.71,894.4,913.6,119.9,106.2,145.6,891.1,8.78,18.79,3
105.894,81.274,6.292,3.33,75.73,896.3,913.8,116.9,107.4,144.8,888.1,8.77,18.8,3
105.984,81.222,6.292,3.37,75.73,894.1,914.5,115.4,103.7,145.6,877.6,8.67,18.89,3
105.933,81.334,6.188,3.32,75.73,890.9,910.8,116.3,107,146.1,879.2,8.72,18.84,3
105.86,81.183,6.188,3.31,75.72,892.9,912.3,116,106.2,145.5,899.2,8.85,18.72,3
105.993,81.233,6.292,3.31,75.74,894.2,914.7,119.6,105.4,146.2,892.8,8.76,18.81,3
105.902,81.26,6.292,3.31,75.7,890,909.6,115.7,106.6,145.6,888.6,8.77,18.79,3
105.968,81.286,6.292,3.34,75.75,896.5,915.5,115.7,106,145.8,882,8.72,18.85,3
105.935,81.216,6.292,3.34,75.73,891.3,911,122.3,107,145.1,893.7,8.73,18.84,3
105.9,81.28,6.188,3.26,75.73,896.1,913.6,123.8,107.9,145.1,899.5,8.8,18.76,3
105.943,81.201,6.292,3.31,75.79,895.5,915.5,117.8,105.9,145.4,880.4,8.75,18.82,3
105.885,81.312,6.292,3.32,75.71,890.9,909.6,126.7,106,145.4,884.4,8.76,18.81,3
105.957,81.265,6.188,3.34,75.73,889.8,912.1,118.1,104.5,146.7,880.3,8.73,18.83,3
105.938,81.175,6.292,3.44,75.73,889.3,910.5,118.4,102.7,146.3,863.9,8.68,18.88,3
105.938,81.292,6.24,3.34,75.7,895.3,916.2,116.9,106.5,145.4,886.8,8.81,18.76,3
105.951,81.332,6.292,3.34,75.74,889.3,914,119.6,103.8,145.5,895.4,8.76,18.81,3
105.94,81.217,6.292,3.31,75.74,890.9,911.4,114.8,105,145.3,890.1,8.77,18.8,3
105.967,81.344,6.292,3.27,75.72,890.9,910.1,114.5,106.7,145.6,893.1,8.76,18.81,3
105.967,81.214,6.292,3.29,75.74,896.8,916.7,120.5,107,146.3,897.7,8.81,18.76,3
105.956,81.194,6.188,3.32,75.71,890.7,911.4,114.2,104.2,145.6,889.6,8.77,18.8,3
105.975,81.291,6.292,3.31,75.71,891.7,911.8,113.6,104.6,146.3,893.5,8.75,18.81,3
105.519,80.789,6.292,4.92,75.75,894.6,917.1,104.9,85.3,147.3,816.8,8.54,19.03,3
105.505,80.784,6.292,5.09,75.75,897.4,916.2,101.9,83.6,145.8,836.7,8.65,18.92,3
105.587,80.857,6.292,4.13,75.74,894.2,916.9,104.6,91,146.6,810.9,8.54,19.03,3
105.534,80.974,6.292,4.36,75.73,894.1,918.4,104,88.3,145.1,820.4,8.57,19,3
105.601,80.945,6.292,4.09,75.74,901.6,923.9,108.8,90.4,147.2,822.9,8.51,19.06,3
105.591,80.853,6.292,3.96,75.73,899.4,925.1,107.6,93.1,147.6,817.1,8.52,19.05,3
105.626,80.947,6.292,3.86,75.77,900.9,921.9,108.5,94,145.8,824.3,8.53,19.03,3
105.653,81.033,6.292,3.78,75.72,892.2,919.3,107.6,95.9,147.6,832.2,8.56,19.01,3
105.693,81.063,6.292,3.73,75.7,892.6,915.6,109.7,97.1,146,833.7,8.56,19.01,3
105.711,81.099,6.292,3.65,75.73,894.1,917.5,111.2,97.4,146.1,828.8,8.56,19,3
105.67,81.005,6.24,3.67,75.73,893.5,913.2,110.3,98.5,146.2,831.7,8.59,18.98,3
105.768,81.062,6.188,3.64,75.76,895.2,916.6,113,99,147.5,835.5,8.6,18.97,3
105.695,81.081,6.292,3.58,75.74,893.7,919.9,115.4,101.7,147.3,841.1,8.63,18.94,3
105.753,81.184,6.188,3.57,75.73,893.7,913.6,115.4,102.5,146.1,846.3,8.64,18.93,3
105.806,80.982,6.188,3.44,75.73,892.9,918.6,120.8,103.6,146.4,873.5,8.76,18.81,3
105.834,80.956,6.292,3.41,75.74,895,913.2,113.6,104.1,146.3,866.3,8.67,18.9,3
105.746,81.104,6.292,3.34,75.74,890.2,912.3,118.1,108.1,146.8,892.4,8.75,18.82,3
105.794,81.13,6.292,3.31,75.71,890.7,913.4,119.6,108.9,145.3,890.2,8.77,18.79,3
105.802,81.194,6.188,3.31,75.74,889.6,916.6,117.8,107.9,146.5,892.7,8.76,18.8,3
105.826,81.135,6.188,3.29,75.73,893.3,912.3,121.4,109.3,148.3,887.9,8.78,18.79,3
105.907,81.145,6.188,3.29,75.74,892.9,914.7,116.6,109.1,148,902.4,8.81,18.76,3
105.906,81.186,6.188,3.3,75.74,888.9,911.6,125.8,107.5,146.1,886.1,8.73,18.84,3
105.866,81.073,6.188,3.34,75.73,891.7,913.4,119.6,103.9,145.4,877,8.72,18.85,3
105.873,81.195,6.188,3.32,75.74,893.1,912.1,119.3,108.4,145.8,897,8.77,18.79,3
105.865,81.188,6.188,3.41,75.73,894.6,916,117.2,109.6,147.9,863.7,8.63,18.94,3
105.827,81.127,6.188,3.35,75.74,891.5,913.2,116,107.2,147.3,879.5,8.76,18.81,3
104.969,79.337,6.292,3.29,74.89,898.5,917.5,119.9,109.1,145.9,870.1,8.69,18.88,3
105.909,81.217,6.188,3.37,75.76,892.2,912.3,116.3,105,146.1,874.9,8.68,18.89,3
105.903,81.274,6.292,3.38,75.74,889.8,910.8,118.1,105,146.8,880.2,8.75,18.82,3
105.911,81.155,6.188,3.35,75.75,890.4,911.2,113.6,106.5,148,896,8.82,18.75,3
105.867,81.179,6.24,3.29,75.74,890.5,910.8,121.1,109.1,146.4,895.9,8.83,18.74,3
105.887,81.242,6.188,3.26,75.75,890.4,910.8,121.4,106,146.3,885.8,8.77,18.79,3
105.914,81.273,6.292,3.3,75.75,891.3,911.4,121.4,107.7,146.1,885,8.75,18.81,3
105.949,81.252,6.188,3.26,75.73,890.7,911.8,120.2,107.6,146,899.8,8.84,18.73,3
105.849,81.262,6.188,3.27,75.74,893.1,911.4,128.5,109.7,146.5,910,8.84,18.73,3
105.937,81.259,6.292,3.31,75.72,891.5,913.8,119.6,106.8,145.9,886.1,8.76,18.81,3
105.921,81.167,6.188,3.29,75.74,894.1,915.3,118.1,106.5,146.2,903.1,8.79,18.78,3
105.916,81.2,6.24,3.33,75.71,895.7,913.2,119,106.7,146.6,883,8.72,18.84,3
106.042,81.26,6.188,3.34,75.73,890.4,910.1,113.9,104,146.3,881.8,8.76,18.81,3
105.985,81.249,6.292,3.36,75.71,891.7,915.1,119.3,105.1,145.5,873.7,8.69,18.87,3
105.905,81.25,6.188,3.32,75.74,891.5,911,117.5,105.9,147,885.5,8.71,18.85,3
105.831,81.216,6.292,3.31,75.72,894.1,911.6,120.5,105.1,145.5,886.6,8.72,18.85,3
105.949,81.261,6.292,3.36,75.73,890.4,908.8,116.9,105.9,145.9,866.4,8.66,18.91,3
105.864,81.199,6.292,3.31,75.76,894.8,913.6,118.1,105,146.1,901.3,8.78,18.79,3
105.959,81.309,6.24,3.24,75.7,891.1,910.1,126.7,108.5,145.6,904.2,8.81,18.76,3
106.011,81.31,6.188,3.26,75.73,894.8,912.9,120.5,106.4,144.8,900.5,8.77,18.8,3
106.009,81.276,6.292,3.24,75.72,890.4,910.5,122.3,109.2,147.3,887.6,8.73,18.83,3
105.995,81.23,6.188,3.29,75.71,889.8,910.3,124.1,108.4,146.4,901,8.77,18.8,3
105.976,81.388,6.292,3.44,75.72,889.3,909.9,114.2,101.9,147.2,865.5,8.71,18.86,3
105.886,81.2,6.292,3.34,75.74,895.3,913.8,118.7,105.1,145.8,892.9,8.76,18.8,3
106.048,81.223,6.188,3.3,75.72,890.9,910.5,114.8,104.1,145.2,882.5,8.7,18.87,3
105.93,81.216,6.292,3.31,75.74,889.1,910.5,119.9,106.2,145.6,897.9,8.81,18.76,3
105.897,81.3,6.292,3.26,75.76,890.7,914.9,116,106.2,144.9,903.5,8.82,18.75,3
105.902,81.265,6.292,3.31,75.74,890.9,911.4,109.7,104.2,145.3,887.9,8.76,18.81,3
105.97,81.284,6.292,3.33,75.73,890.2,915.8,111.5,102,145.7,889.7,8.77,18.79,3
105.942,81.23,6.188,3.37,75.73,897.4,914.9,116.6,103.7,145.1,882,8.76,18.81,3
105.882,81.29,6.292,3.41,75.75,890.7,912.3,115.4,103.7,145.8,875.4,8.67,18.9,3
104.973,79.668,6.292,4.4,74.89,893.9,911.8,98.3,85.7,146.3,801.8,8.44,19.13,3
105.507,80.777,6.292,4.96,75.79,896.8,919.7,97.7,82.5,146.3,840.3,8.64,18.92,3
105.458,80.865,6.292,4.56,75.75,895.9,918.4,101.3,85.1,144.9,832,8.6,18.97,3
105.528,80.808,6.292,4.65,75.74,894.8,917.5,101.3,86.3,147.9,831.6,8.63,18.94,3
105.516,80.862,6.292,4.1,75.74,894.1,916.9,101.9,90.2,145.3,810.2,8.5,19.07,3
105.548,81.042,6.292,4.19,75.77,894.6,914.9,107.6,91.2,146.3,811.4,8.52,19.05,3
104.498,79.026,6.292,3.94,74.89,900.9,922.3,108.2,93,146.7,804.8,8.48,19.09,3
105.631,80.983,6.292,4.23,75.75,900.9,920.8,105.5,90.2,145.9,835.2,8.58,18.99,3
105.597,80.915,6.292,3.85,75.75,900.3,925.8,112.1,95.5,146.5,825.7,8.55,19.02,3
105.626,80.978,6.188,3.71,75.71,892.6,910.3,116.6,96.8,147.4,829.9,8.6,18.97,3
105.685,81.069,6.292,3.57,75.73,891.5,915.5,114.8,101,146.8,843.8,8.61,18.96,3
105.763,81.105,6.292,3.59,75.76,894.1,913.8,113,102.1,146.7,845.1,8.62,18.94,3
105.778,81.132,6.188,3.55,75.74,894.4,917.3,116,100.8,147.4,853.9,8.69,18.88,3
105.792,81.144,6.292,3.55,75.75,892,916.4,110,100.9,146.4,841.7,8.59,18.97,3
105.815,81.029,6.188,3.4,75.73,891.7,914.2,116.3,104.1,146.8,881.4,8.72,18.85,3
105.696,81.152,6.292,3.37,75.72,894.4,916.6,116.9,106.1,147.5,868.3,8.71,18.85,3
105.79,81.088,6.292,3.42,75.72,895,919,112.4,104.1,147.7,867.8,8.71,18.86,3
105.811,81.084,6.188,3.39,75.74,891.1,916.4,116,104.8,145.9,885.3,8.75,18.81,3
105.794,81.16,6.188,3.41,75.74,892.6,917.1,115.4,105.2,146.8,887.2,8.76,18.81,3
105.864,81.042,6.292,3.31,75.77,891.8,912.7,124.1,109.6,146,888.5,8.72,18.84,3
105.841,81.094,6.292,3.35,75.74,888.9,913.2,115.4,106.6,146.2,890.4,8.78,18.79,3
105.841,81.171,6.292,3.32,75.73,893.3,917.1,114.2,106.2,146.5,889.7,8.81,18.76,3
105.804,81.234,6.292,3.29,75.75,889.8,915.6,116.3,107.3,146.1,906.1,8.8,18.76,3
105.85,81.168,6.188,3.32,75.75,892.9,914.2,121.7,108.2,146.7,897.6,8.83,18.74,3
105.895,81.181,6.188,3.31,75.75,893.9,915.3,122.6,107.3,146.3,890.9,8.74,18.83,3
105.861,81.214,6.188,3.28,75.77,891.1,916.2,121.1,106.3,146,886.4,8.79,18.78,3
105.924,81.194,6.292,3.33,75.74,891.5,913.2,122,108.2,147.3,879.5,8.76,18.81,3
105.859,81.155,6.188,3.31,75.74,892.2,913.8,127,106.9,145.8,886.5,8.75,18.82,3
105.832,81.18,6.24,3.33,75.73,892.2,913.2,114.8,106.1,146.2,881.9,8.72,18.85,3
105.876,81.203,6.188,3.33,75.75,889.8,911.6,116.6,106.6,146.3,885.6,8.73,18.83,3
105.871,81.19,6.24,3.29,75.75,891.7,915.1,119.6,107.7,149,895.3,8.79,18.78,3
105.94,81.194,6.188,3.25,75.76,890,916,118.7,109.2,147.1,903.5,8.83,18.74,3
105.966,81.262,6.188,3.29,75.72,894.2,916,114.5,106.9,146.7,902.4,8.86,18.7,3
105.97,81.311,6.292,3.27,75.75,891.3,910.7,122,110.9,146.8,896.1,8.73,18.84,3
105.982,81.292,6.188,3.29,75.75,890.2,912.3,121.4,106.8,145.1,888.3,8.75,18.82,3
105.934,81.115,6.292,3.34,75.73,890.9,912,117.2,106.3,146.9,881,8.75,18.82,3
105.938,81.13,6.24,3.35,75.74,894.6,911,116.6,105.2,146.1,881.5,8.75,18.81,3
105.121,79.593,6.292,3.29,75.73,895.3,915.6,114.8,107.1,146.8,896.4,8.77,18.8,3
105.943,81.295,6.292,3.34,75.74,891.1,910.7,119.9,106.6,146.5,887.7,8.76,18.81,3
105.918,81.324,6.292,3.29,75.74,895.2,913.1,115.7,106.7,146.3,895.2,8.81,18.76,3
105.95,81.286,6.188,3.28,75.73,890,909.9,119.3,105.3,146,890.4,8.79,18.77,3
105.978,81.245,6.24,3.28,75.71,891.3,910.7,118.7,105.3,146.9,895.8,8.77,18.8,3
105.959,81.219,6.292,3.28,75.72,894.6,912.9,117.8,107.2,145.1,904.6,8.81,18.76,3
105.947,81.316,6.188,3.37,75.74,895.7,914,109.1,102.6,145.4,879.7,8.72,18.85,3
105.952,81.279,6.292,3.29,75.74,897,915.8,119.6,107.6,145.7,901.8,8.8,18.76,3
105.953,81.246,6.292,3.21,75.71,895.2,914.2,118.7,108.7,144.8,909.3,8.85,18.71,3
105.97,81.279,6.292,3.38,75.73,895,913.8,110.3,102.9,145.6,875.1,8.67,18.9,3
105.91,81.234,6.24,3.4,75.72,890.7,909.4,113.6,102.8,145.5,886.5,8.77,18.8,3
105.904,81.226,6.292,3.34,75.73,895.5,913.8,115.1,104.1,146.1,889.1,8.76,18.81,3
105.926,81.309,6.24,3.35,75.73,895.3,913.6,113.3,103.2,145.6,880.6,8.77,18.8,3
105.998,81.28,6.292,3.37,75.71,889.3,910.3,113.9,102.6,147.1,868.7,8.73,18.84,3
105.933,81.288,6.292,3.4,75.71,890.5,911.8,115.7,101.9,145.5,874.8,8.7,18.87,3
105.941,81.306,6.24,3.37,75.73,890.7,914.5,118.7,105,146.3,882.9,8.7,18.86,3
105.984,81.21,6.24,3.35,75.71,890.5,915.5,117.5,107.3,145.8,875.7,8.72,18.84,3
105.98,81.261,6.292,3.32,75.73,897.6,915.1,110.9,104,145.7,892.8,8.79,18.78,3
105.926,81.334,6.188,3.31,75.72,895.3,913.6,115.7,105.7,146.6,888.2,8.71,18.85,3
105.992,81.364,6.292,3.32,75.72,895.5,914.5,117.2,105.3,146.4,878,8.76,18.81,3
106.013,81.152,6.188,3.29,75.75,897.7,916,117.5,106.1,145.8,891.3,8.82,18.74,3
105.464,80.828,6.292,5.02,75.77,893.3,912,96.9,81.5,146.4,810.7,8.5,19.07,3
105.558,80.897,6.292,4.08,75.73,894.8,914.9,104.3,91.8,148.9,810.6,8.51,19.06,3
105.568,80.854,6.292,4.13,75.74,900.7,923,106.1,90.5,146.6,808.5,8.53,19.04,3
105.52,80.909,6.292,3.99,75.77,898.9,923.2,104.9,92.5,145.7,815.7,8.48,19.09,3
105.696,80.926,6.292,3.71,75.74,894.4,915.5,112.1,97.2,146.4,837.5,8.62,18.95,3
104.453,78.409,6.292,3.71,74.88,902.4,918.2,110,96.6,147.2,780.5,8.33,19.23,3
105.752,81.139,6.188,3.62,75.74,891.1,914.2,113,99.8,146.6,835.6,8.59,18.97,3
105.727,81.039,6.292,3.52,75.78,892.6,915.3,113.6,103.2,146.2,852.6,8.64,18.92,3
105.833,81.009,6.24,3.49,75.73,891.8,914.7,110.3,101.4,145.8,862.4,8.68,18.89,3
105.779,81.068,6.188,3.41,75.76,893.3,914.5,121.1,107.2,146.5,870.6,8.68,18.89,3
105.832,81.138,6.188,3.38,75.73,890.7,915.1,117.8,106,146.1,874.9,8.72,18.84,3
105.782,81.045,6.188,3.36,75.76,890.9,914.7,118.7,106.4,145.9,888.9,8.74,18.83,3
105.804,81.133,6.292,3.32,75.75,890.5,913.4,122.6,106.9,146.1,893.6,8.78,18.78,3
105.813,81.142,6.292,3.32,75.74,891.7,911.8,123.5,108.5,146.1,882.5,8.75,18.82,3
105.794,81.14,6.292,3.34,75.74,893.3,915.1,116.9,106.5,146.2,875.6,8.76,18.81,3
105.84,81.073,6.188,3.34,75.74,893.1,913.4,119.9,108.6,150.5,882.1,8.71,18.86,3
105.859,81.073,6.188,3.35,75.76,894.1,914.9,117.8,106.4,146.2,913.9,8.82,18.74,3
105.865,81.092,6.188,3.35,75.76,891.1,912.3,116.3,107.2,146.4,879.4,8.8,18.76,3
105.865,81.196,6.24,3.34,75.77,891.3,912.9,112.1,103.2,146,881.4,8.74,18.82,3
105.879,81.059,6.292,3.41,75.75,891.8,913.1,113,105.5,147.5,863.4,8.67,18.9,3
105.844,81.132,6.188,3.49,75.74,892.6,912.3,122,105,147,865,8.68,18.88,3
105.878,81.069,6.24,3.4,75.76,891.8,915.6,113.6,103.6,146.5,878.8,8.75,18.82,3
105.842,81.082,6.188,3.37,75.76,894.2,917.1,114.5,105.8,148.3,881.3,8.74,18.83,3
105.823,81.202,6.24,3.36,75.77,891.3,911.8,116,106,146,875.4,8.74,18.82,3
105.888,81.167,6.292,3.35,75.74,895.5,914.4,115.1,106,148.1,889.3,8.79,18.78,3
105.911,81.138,6.188,3.43,75.73,892.2,915.3,114.8,105.8,146.4,879.8,8.7,18.87,3
105.907,81.119,6.24,3.31,75.7,892.6,913.4,122.3,106.1,147.3,881.8,8.76,18.81,3
105.927,81.181,6.188,3.31,75.74,892,911,118.7,105.4,146.5,890.3,8.75,18.81,3
105.959,81.213,6.292,3.3,75.75,894.4,914.2,116,106.7,146.5,883.3,8.72,18.85,3
105.95,81.196,6.188,3.32,75.75,890.9,912.1,118.7,107.2,146.1,893.1,8.77,18.79,3
105.901,81.183,6.188,3.3,75.76,891.3,910.5,120.8,108.7,146,903.7,8.78,18.78,3
105.916,81.197,6.188,3.28,75.73,891.8,910.5,116.9,105.5,145.9,882.9,8.76,18.8,3
105.903,81.229,6.188,3.28,75.73,895,914,119.6,109,146.1,898.5,8.74,18.82,3
105.917,81.152,6.292,3.25,75.73,891.1,910.5,116.9,107.3,146.7,911.5,8.85,18.71,3
105.931,81.264,6.188,3.34,75.72,894.1,913.6,114.8,105.4,147.1,887.4,8.78,18.79,3
106.016,81.385,6.292,3.31,75.77,889.4,909.9,120.8,107.9,146.5,879.9,8.76,18.8,3
105.912,81.271,6.292,3.33,75.74,894.6,915.3,122.3,108,146.4,887.6,8.73,18.84,3
105.858,81.277,6.24,3.31,75.73,890.5,914.2,116.3,107.4,145.3,894.4,8.71,18.85,3
105.942,81.289,6.292,3.33,75.72,895.3,913.8,117.8,105.6,146,883.6,8.75,18.81,3
105.989,81.227,6.188,3.4,75.73,890,908.8,113.6,103.6,146.8,886.4,8.77,18.8,3
105.883,81.312,6.188,3.34,75.77,889.3,909.2,117.5,107.3,144.9,890.9,8.77,18.8,3
105.903,81.187,6.292,3.36,75.76,888.7,908.6,114.5,105.4,146.9,879.5,8.74,18.83,3
105.963,81.305,6.24,3.29,75.77,893.5,913.1,116.9,108.1,146.6,894.7,8.72,18.85,3
105.991,81.289,6.292,3.3,75.76,889.8,914.4,118.1,106.9,145.7,895.9,8.77,18.8,3
105.99,81.283,6.292,3.28,75.75,896.3,916,115.7,106.7,145.1,895.5,8.81,18.76,3
105.923,81.22,6.292,3.34,75.75,889.6,914.2,119.3,107.6,146.2,897.9,8.74,18.82,3
105.884,81.274,6.188,3.33,75.78,893.9,913.2,111.2,104.1,146.8,896.7,8.8,18.76,3
105.988,81.283,6.292,3.4,75.69,895,914,112.1,101.5,145.8,864.8,8.7,18.87,3
105.945,81.215,6.188,3.44,75.73,895.9,913.6,110.6,102.4,147,870.8,8.72,18.85,3
105.973,81.304,6.292,3.32,75.76,895.3,914.2,113.3,104.2,145.9,882.5,8.75,18.82,3
105.909,81.253,6.292,3.29,75.73,889.8,914.9,114.5,105.5,146.1,898.5,8.78,18.78,3
105.938,81.23,6.292,3.28,75.7,890.7,917.3,119,106,145.5,897.4,8.8,18.77,3
105.931,81.268,6.188,3.32,75.71,889.8,918.6,114.8,104.2,147.2,886.7,8.76,18.8,3
105.425,80.851,6.292,4.57,75.77,893.5,913.2,105.5,86.2,146,808.4,8.52,19.05,3
105.454,80.808,6.292,4.78,75.73,891.8,909.4,94.2,83.3,145.8,811,8.49,19.08,3
105.533,80.831,6.292,4.66,75.77,893.3,912,100.1,84.8,147.7,810.7,8.5,19.07,3
105.574,80.975,6.292,4.3,75.75,895.5,914.4,102.8,87.6,145.3,811.7,8.53,19.04,3
105.523,80.89,6.292,4.07,75.76,893.3,918,101,91,146.4,811.4,8.52,19.05,3
105.588,80.931,6.292,4.35,75.76,896.5,916.2,101.3,88,146,817.1,8.54,19.02,3
105.535,80.829,6.292,4.34,75.72,898.9,925.2,101.6,86.4,146.2,825.6,8.56,19.01,3
105.58,80.999,6.292,4.31,75.74,902.4,921,110.9,89,146.9,828.3,8.62,18.95,3
105.568,80.919,6.292,4.37,75.77,901.2,919.9,104.9,88.9,145.7,837.9,8.64,18.93,3
105.661,80.928,6.292,3.83,75.73,902,921.2,107,95.4,145.9,821.7,8.54,19.02,3
105.683,80.955,6.292,4.06,75.76,901.6,923.9,109.4,92.4,146.7,858.1,8.67,18.9,3
105.616,81.04,6.292,3.88,75.75,903.5,923,107,93.4,147.3,823.4,8.55,19.02,3
105.672,80.958,6.344,3.77,75.74,900.1,925.4,107,95.3,145.8,827.4,8.59,18.98,3
105.681,80.949,6.292,3.92,75.76,899.6,918.8,112.7,92.6,145.7,828.8,8.55,19.01,3
105.677,80.925,6.292,3.77,75.77,902.7,919,108.5,96.2,149,829.5,8.58,18.99,3
105.705,81.01,6.292,3.91,75.76,894.6,917.5,112.1,95.6,146.3,832.4,8.62,18.95,3
105.755,81.007,6.292,3.81,75.74,894.1,920.6,106.7,96.2,147.1,836.7,8.62,18.94,3
105.678,81.008,6.292,3.76,75.75,895.2,914.5,106.4,95.9,147.7,827.9,8.57,19,3
105.734,81.007,6.344,3.66,75.74,894.2,914.9,115.1,101.6,146.9,837.2,8.54,19.03,3
